names	scores	logfoldchanges	pvals	pvals_adj
RP11-408E5.5	-0.026720697	-19.524422	0.9786825051726606	0.9990795370611779
RP11-662M24.1	-0.026720697	-19.68722	0.9786825051726606	0.9990795370611779
RP11-51G5.1	-0.026720697	-18.980543	0.9786825051726606	0.9990795370611779
CTD-2309H9.3	-0.026720697	-19.460846	0.9786825051726606	0.9990795370611779
RP11-57H12.3	-0.026720697	-19.735905	0.9786825051726606	0.9990795370611779
RP11-595B24.2	-0.026720697	-19.058596	0.9786825051726606	0.9990795370611779
RP11-6D1.3	-0.026720697	-18.615992	0.9786825051726606	0.9990795370611779
FAM131B	-0.026720697	-19.163774	0.9786825051726606	0.9990795370611779
LRTM2	-0.026720697	-18.897741	0.9786825051726606	0.9990795370611779
CTD-2562J17.7	-0.026720697	-19.627724	0.9786825051726606	0.9990795370611779
MIR296	-0.026720697	-18.985502	0.9786825051726606	0.9990795370611779
SLC52A1	-0.026720697	-19.222832	0.9786825051726606	0.9990795370611779
RP11-946L20.4	-0.026720697	-19.269068	0.9786825051726606	0.9990795370611779
AP002856.5	-0.026720697	-19.064201	0.9786825051726606	0.9990795370611779
RP11-831F12.2	-0.026720697	-18.946617	0.9786825051726606	0.9990795370611779
RP11-946L20.2	-0.026720697	-19.791092	0.9786825051726606	0.9990795370611779
PKHD1L1	-0.026720697	-19.457945	0.9786825051726606	0.9990795370611779
RP5-944M2.1	-0.026720697	-19.672031	0.9786825051726606	0.9990795370611779
RP11-286B14.1	-0.026720697	-18.996628	0.9786825051726606	0.9990795370611779
TP53AIP1	-0.026720697	-19.359728	0.9786825051726606	0.9990795370611779
PCK1	-0.026720697	-19.321297	0.9786825051726606	0.9990795370611779
KB-1410C5.3	-0.026720697	-19.204536	0.9786825051726606	0.9990795370611779
RP11-612A1.1	-0.026720697	-19.295458	0.9786825051726606	0.9990795370611779
RP11-669N7.3	-0.026720697	-18.482775	0.9786825051726606	0.9990795370611779
RP11-510D21.1	-0.026720697	-19.15773	0.9786825051726606	0.9990795370611779
RP11-290F20.1	-0.026720697	-19.358725	0.9786825051726606	0.9990795370611779
CTD-3046C4.1	-0.026720697	-19.069738	0.9786825051726606	0.9990795370611779
NPSR1	-0.026720697	-19.197952	0.9786825051726606	0.9990795370611779
STT3A-AS1	-0.026720697	-19.585106	0.9786825051726606	0.9990795370611779
RP11-676F20.1	-0.026720697	-19.558262	0.9786825051726606	0.9990795370611779
RP11-563N12.2	-0.026720697	-19.529562	0.9786825051726606	0.9990795370611779
RP11-3G21.1	-0.026720697	-18.871231	0.9786825051726606	0.9990795370611779
SGCZ	-0.026720697	-19.168682	0.9786825051726606	0.9990795370611779
LINC00426	-0.026720697	-18.956017	0.9786825051726606	0.9990795370611779
RP11-839G9.1	-0.026720697	-19.159082	0.9786825051726606	0.9990795370611779
AC007128.1	-0.026720697	-19.512976	0.9786825051726606	0.9990795370611779
RP11-233E12.1	-0.026720697	-19.842152	0.9786825051726606	0.9990795370611779
ALPK2	-0.026720697	-19.721628	0.9786825051726606	0.9990795370611779
RP11-108P20.3	-0.026720697	-19.122822	0.9786825051726606	0.9990795370611779
AC009508.1	-0.026720697	-19.068172	0.9786825051726606	0.9990795370611779
FAM66E	-0.026720697	-19.607946	0.9786825051726606	0.9990795370611779
DEFA3	-0.026720697	-19.024616	0.9786825051726606	0.9990795370611779
RP11-680H20.2	-0.026720697	-19.069065	0.9786825051726606	0.9990795370611779
RP11-281H11.1	-0.026720697	-19.947977	0.9786825051726606	0.9990795370611779
IL9R	-0.026720697	-18.89645	0.9786825051726606	0.9990795370611779
KRTAP19-8	-0.026720697	-19.355375	0.9786825051726606	0.9990795370611779
RP11-360K13.1	-0.026720697	-19.241165	0.9786825051726606	0.9990795370611779
RP11-638L3.1	-0.026720697	-19.437357	0.9786825051726606	0.9990795370611779
RP11-66N11.7	-0.026720697	-19.602442	0.9786825051726606	0.9990795370611779
INMT-FAM188B	-0.026720697	-19.567312	0.9786825051726606	0.9990795370611779
FNDC7	-0.026720697	-19.624472	0.9786825051726606	0.9990795370611779
U82695.9	-0.026720697	-19.3555	0.9786825051726606	0.9990795370611779
CTD-2251F13.1	-0.026720697	-19.671131	0.9786825051726606	0.9990795370611779
PDX1	-0.026720697	-19.112808	0.9786825051726606	0.9990795370611779
RP11-659E9.2	-0.026720697	-19.263428	0.9786825051726606	0.9990795370611779
RP11-521M14.1	-0.026720697	-18.960384	0.9786825051726606	0.9990795370611779
RP11-379I19.3	-0.026720697	-18.872889	0.9786825051726606	0.9990795370611779
RP11-118F19.1	-0.026720697	-19.387688	0.9786825051726606	0.9990795370611779
RP11-636O21.1	-0.026720697	-19.417004	0.9786825051726606	0.9990795370611779
AC026904.1	-0.026720697	-19.429132	0.9786825051726606	0.9990795370611779
HTRA4	-0.026720697	-18.844791	0.9786825051726606	0.9990795370611779
CTD-2544N14.3	-0.026720697	-19.40999	0.9786825051726606	0.9990795370611779
RP11-7I15.4	-0.026720697	-19.570583	0.9786825051726606	0.9990795370611779
XXyac-YX65C7_A.3	-0.026720697	-19.687603	0.9786825051726606	0.9990795370611779
RP1-137D17.1	-0.026720697	-19.564497	0.9786825051726606	0.9990795370611779
RP11-680F20.10	-0.026720697	-19.024807	0.9786825051726606	0.9990795370611779
RP11-513D5.2	-0.026720697	-19.408014	0.9786825051726606	0.9990795370611779
RP1-273G13.3	-0.026720697	-19.19418	0.9786825051726606	0.9990795370611779
LINC00159	-0.026720697	-19.295132	0.9786825051726606	0.9990795370611779
RP11-1002K11.1	-0.026720697	-19.26818	0.9786825051726606	0.9990795370611779
KRT6C	-0.026720697	-19.353651	0.9786825051726606	0.9990795370611779
THRSP	-0.026720697	-19.326206	0.9786825051726606	0.9990795370611779
RP1-148H17.1	-0.026720697	-19.626816	0.9786825051726606	0.9990795370611779
CTD-2647L4.1	-0.026720697	-19.965557	0.9786825051726606	0.9990795370611779
RP11-187E13.1	-0.026720697	-19.319393	0.9786825051726606	0.9990795370611779
RP11-542M13.3	-0.026720697	-19.533451	0.9786825051726606	0.9990795370611779
RP11-876F14.1	-0.026720697	-18.849903	0.9786825051726606	0.9990795370611779
GRIK1	-0.026720697	-19.369808	0.9786825051726606	0.9990795370611779
AC073316.2	-0.026720697	-19.52922	0.9786825051726606	0.9990795370611779
CT47A11	-0.026720697	-18.8553	0.9786825051726606	0.9990795370611779
DENND5B-AS1	-0.026720697	-18.934862	0.9786825051726606	0.9990795370611779
RP11-325L7.1	-0.026720697	-18.949652	0.9786825051726606	0.9990795370611779
CTD-2154B17.1	-0.026720697	-19.424036	0.9786825051726606	0.9990795370611779
CGB	-0.026720697	-19.595543	0.9786825051726606	0.9990795370611779
TMEM30C	-0.026720697	-19.004557	0.9786825051726606	0.9990795370611779
RP11-417J1.1	-0.026720697	-19.00049	0.9786825051726606	0.9990795370611779
CNGA3	-0.026720697	-18.939224	0.9786825051726606	0.9990795370611779
CRIP1-1	-0.026720697	-19.558783	0.9786825051726606	0.9990795370611779
RP11-1C1.5	-0.026720697	-19.394766	0.9786825051726606	0.9990795370611779
IL19	-0.026720697	-19.989487	0.9786825051726606	0.9990795370611779
RP11-522M21.3	-0.026720697	-19.176645	0.9786825051726606	0.9990795370611779
KIAA0125	-0.026720697	-19.264622	0.9786825051726606	0.9990795370611779
GPR128	-0.026720697	-19.167757	0.9786825051726606	0.9990795370611779
OR2L8	-0.026720697	-19.206312	0.9786825051726606	0.9990795370611779
RP1-167G20.1	-0.026720697	-18.950306	0.9786825051726606	0.9990795370611779
LILRA1	-0.026720697	-20.141623	0.9786825051726606	0.9990795370611779
SCNN1G	-0.026720697	-19.37697	0.9786825051726606	0.9990795370611779
RP11-659O3.1	-0.026720697	-19.29202	0.9786825051726606	0.9990795370611779
RP11-382A20.7	-0.026720697	-19.547781	0.9786825051726606	0.9990795370611779
RP11-462P6.1	-0.026720697	-19.480827	0.9786825051726606	0.9990795370611779
RP1-63G5.7	-0.026720697	-19.442404	0.9786825051726606	0.9990795370611779
HHLA2	-0.026720697	-18.948366	0.9786825051726606	0.9990795370611779
RP11-130C6.1	-0.026720697	-19.660551	0.9786825051726606	0.9990795370611779
CRCT1	-0.026720697	-19.243889	0.9786825051726606	0.9990795370611779
AC107622.1	-0.026720697	-18.977934	0.9786825051726606	0.9990795370611779
RP11-404I7.2	-0.026720697	-19.359127	0.9786825051726606	0.9990795370611779
RP11-28H5.2	-0.026720697	-19.087809	0.9786825051726606	0.9990795370611779
CTD-2194D22.4	-0.026720697	-18.804903	0.9786825051726606	0.9990795370611779
CTD-2029E14.1	-0.026720697	-19.568848	0.9786825051726606	0.9990795370611779
RP11-121L11.2	-0.026720697	-18.97227	0.9786825051726606	0.9990795370611779
CTD-2247C11.2	-0.026720697	-19.029463	0.9786825051726606	0.9990795370611779
FGF21	-0.026720697	-19.08327	0.9786825051726606	0.9990795370611779
RP11-50D9.3	-0.026720697	-19.689978	0.9786825051726606	0.9990795370611779
RP11-597K23.2	-0.026720697	-19.647358	0.9786825051726606	0.9990795370611779
CTD-2324F15.2	-0.026720697	-19.86526	0.9786825051726606	0.9990795370611779
AC010976.2	-0.026720697	-19.451769	0.9786825051726606	0.9990795370611779
RP11-6B4.1	-0.026720697	-19.274961	0.9786825051726606	0.9990795370611779
RP11-33B1.3	-0.026720697	-19.293348	0.9786825051726606	0.9990795370611779
AB019440.50	-0.026720697	-19.447973	0.9786825051726606	0.9990795370611779
CTC-461F20.1	-0.026720697	-18.780394	0.9786825051726606	0.9990795370611779
RP11-380D23.2	-0.026720697	-19.637949	0.9786825051726606	0.9990795370611779
RP11-714L20.1	-0.026720697	-19.235386	0.9786825051726606	0.9990795370611779
NXPH2	-0.026720697	-18.547207	0.9786825051726606	0.9990795370611779
C2orf27B	-0.026720697	-19.935816	0.9786825051726606	0.9990795370611779
CTD-2012K14.3	-0.026720697	-19.431604	0.9786825051726606	0.9990795370611779
RP1-144F13.3	-0.026720697	-18.446232	0.9786825051726606	0.9990795370611779
CTD-2024P10.2	-0.026720697	-19.456366	0.9786825051726606	0.9990795370611779
RP11-134G8.7	-0.026720697	-19.498394	0.9786825051726606	0.9990795370611779
CTC-492K19.4	-0.026720697	-19.216063	0.9786825051726606	0.9990795370611779
RP11-79C6.3	-0.026720697	-19.76944	0.9786825051726606	0.9990795370611779
LINC00052	-0.026720697	-18.757795	0.9786825051726606	0.9990795370611779
CRP	-0.026720697	-19.46056	0.9786825051726606	0.9990795370611779
AC062031.1	-0.026720697	-19.63946	0.9786825051726606	0.9990795370611779
RP11-435D7.3	-0.026720697	-19.227726	0.9786825051726606	0.9990795370611779
RP11-71H17.9	-0.026720697	-19.665056	0.9786825051726606	0.9990795370611779
FCRLA	-0.026720697	-19.553236	0.9786825051726606	0.9990795370611779
CTC-479C5.6	-0.026720697	-19.363153	0.9786825051726606	0.9990795370611779
ADH1A	-0.026720697	-19.178246	0.9786825051726606	0.9990795370611779
CTD-2116N24.1	-0.026720697	-19.267307	0.9786825051726606	0.9990795370611779
CYP2A13	-0.026720697	-19.54556	0.9786825051726606	0.9990795370611779
SFTPB	-0.026720697	-19.68093	0.9786825051726606	0.9990795370611779
RP11-480G7.1	-0.026720697	-18.99017	0.9786825051726606	0.9990795370611779
CTD-2196E14.3	-0.026720697	-19.333817	0.9786825051726606	0.9990795370611779
RP11-739N20.2	-0.026720697	-19.501963	0.9786825051726606	0.9990795370611779
AC019118.2	-0.026720697	-18.923824	0.9786825051726606	0.9990795370611779
AY269186.1	-0.026720697	-18.5595	0.9786825051726606	0.9990795370611779
CTA-929C8.6	-0.026720697	-18.430584	0.9786825051726606	0.9990795370611779
LAX1	-0.026720697	-19.417692	0.9786825051726606	0.9990795370611779
ZMYM6NB	-0.026720697	-19.470278	0.9786825051726606	0.9990795370611779
RP13-512J5.1	-0.026720697	-19.173962	0.9786825051726606	0.9990795370611779
AC140481.4	-0.026720697	-19.035862	0.9786825051726606	0.9990795370611779
RP11-367H1.1	-0.026720697	-19.064718	0.9786825051726606	0.9990795370611779
CTD-2010I22.2	-0.026720697	-19.415874	0.9786825051726606	0.9990795370611779
U91319.1	-0.026720697	-19.112574	0.9786825051726606	0.9990795370611779
PDCD1	-0.026720697	-19.210798	0.9786825051726606	0.9990795370611779
CTD-2218G20.2	-0.026720697	-19.067036	0.9786825051726606	0.9990795370611779
CHIT1	-0.026720697	-19.521961	0.9786825051726606	0.9990795370611779
SMIM17	-0.026720697	-20.020761	0.9786825051726606	0.9990795370611779
CTD-3037G24.3	-0.026720697	-19.961243	0.9786825051726606	0.9990795370611779
RP11-138I17.1	-0.026720697	-19.496666	0.9786825051726606	0.9990795370611779
RP11-669C19.1	-0.026720697	-18.87285	0.9786825051726606	0.9990795370611779
SLAMF9	-0.026720697	-19.856848	0.9786825051726606	0.9990795370611779
CTD-2521M24.11	-0.026720697	-19.512218	0.9786825051726606	0.9990795370611779
RP11-449J1.1	-0.026720697	-19.498821	0.9786825051726606	0.9990795370611779
C5AR2	-0.026720697	-19.7915	0.9786825051726606	0.9990795370611779
RP4-803J11.2	-0.026720697	-18.883087	0.9786825051726606	0.9990795370611779
LINC01159	-0.026720697	-19.033697	0.9786825051726606	0.9990795370611779
GOLGA8G	-0.026720697	-19.282614	0.9786825051726606	0.9990795370611779
RP11-335L23.4	-0.026720697	-19.437563	0.9786825051726606	0.9990795370611779
RP11-290F5.1	-0.026720697	-19.594206	0.9786825051726606	0.9990795370611779
RP11-365O16.6	-0.026720697	-19.502542	0.9786825051726606	0.9990795370611779
RP11-502M1.2	-0.026720697	-19.538488	0.9786825051726606	0.9990795370611779
LINC01114	-0.026720697	-19.65849	0.9786825051726606	0.9990795370611779
NKPD1	-0.026720697	-19.594763	0.9786825051726606	0.9990795370611779
GOLGA8N	-0.026720697	-19.188604	0.9786825051726606	0.9990795370611779
IQCF5-AS1	-0.026720697	-19.658901	0.9786825051726606	0.9990795370611779
CEACAM16	-0.026720697	-19.315733	0.9786825051726606	0.9990795370611779
PRR25	-0.026720697	-19.258257	0.9786825051726606	0.9990795370611779
GNG13	-0.026720697	-18.895926	0.9786825051726606	0.9990795370611779
SH2D7	-0.026720697	-18.633358	0.9786825051726606	0.9990795370611779
AC104655.3	-0.026720697	-19.024652	0.9786825051726606	0.9990795370611779
AC108051.3	-0.026720697	-19.31647	0.9786825051726606	0.9990795370611779
RGL4	-0.026720697	-19.185036	0.9786825051726606	0.9990795370611779
LINC01123	-0.026720697	-19.586432	0.9786825051726606	0.9990795370611779
RP11-475B2.1	-0.026720697	-19.705797	0.9786825051726606	0.9990795370611779
RP1-313L4.3	-0.026720697	-19.579168	0.9786825051726606	0.9990795370611779
RP11-593F23.1	-0.026720697	-19.31461	0.9786825051726606	0.9990795370611779
RP11-685G9.2	-0.026720697	-19.333155	0.9786825051726606	0.9990795370611779
RP11-161D15.3	-0.026720697	-18.98284	0.9786825051726606	0.9990795370611779
CTA-833B7.2	-0.026720697	-19.360165	0.9786825051726606	0.9990795370611779
WNT3A	-0.026720697	-18.64012	0.9786825051726606	0.9990795370611779
AC009505.4	-0.026720697	-19.554893	0.9786825051726606	0.9990795370611779
AC096669.1	-0.026720697	-19.189	0.9786825051726606	0.9990795370611779
CTD-2537I9.5	-0.026720697	-19.414326	0.9786825051726606	0.9990795370611779
LACTBL1	-0.026720697	-19.811838	0.9786825051726606	0.9990795370611779
RP11-440I14.2	-0.026720697	-19.108912	0.9786825051726606	0.9990795370611779
AC017002.1	-0.026720697	-18.9831	0.9786825051726606	0.9990795370611779
RP11-563E2.2	-0.026720697	-19.191412	0.9786825051726606	0.9990795370611779
FAM71E2	-0.026720697	-19.05989	0.9786825051726606	0.9990795370611779
KPRP	-0.026720697	-19.345114	0.9786825051726606	0.9990795370611779
MAB21L2	-0.026720697	-19.248142	0.9786825051726606	0.9990795370611779
AC004603.4	-0.026720697	-19.31727	0.9786825051726606	0.9990795370611779
SMARCA5-AS1	-0.026720697	-19.412579	0.9786825051726606	0.9990795370611779
RP4-781K5.5	-0.026720697	-19.788832	0.9786825051726606	0.9990795370611779
AC012363.13	-0.026720697	-19.740644	0.9786825051726606	0.9990795370611779
RP4-781K5.6	-0.026720697	-19.088425	0.9786825051726606	0.9990795370611779
ITIH4-AS1	-0.026720697	-19.19763	0.9786825051726606	0.9990795370611779
NRN1L	-0.026720697	-19.228231	0.9786825051726606	0.9990795370611779
RP13-578N3.3	-0.026720697	-19.711199	0.9786825051726606	0.9990795370611779
RP11-317L10.1	-0.026720697	-19.219414	0.9786825051726606	0.9990795370611779
RP11-443B7.3	-0.026720697	-20.042206	0.9786825051726606	0.9990795370611779
GOLGA8S	-0.026720697	-19.00697	0.9786825051726606	0.9990795370611779
CTC-453G23.8	-0.026720697	-20.056242	0.9786825051726606	0.9990795370611779
RP4-580N22.2	-0.026720697	-19.249046	0.9786825051726606	0.9990795370611779
MTRNR2L11	-0.026720697	-19.532736	0.9786825051726606	0.9990795370611779
RP11-15I11.3	-0.026720697	-19.595144	0.9786825051726606	0.9990795370611779
DSCR10	-0.026720697	-18.962534	0.9786825051726606	0.9990795370611779
CHRM3-AS1	-0.026720697	-19.242428	0.9786825051726606	0.9990795370611779
MT1H	-0.026720697	-19.072746	0.9786825051726606	0.9990795370611779
GYPA	-0.026720697	-19.513441	0.9786825051726606	0.9990795370611779
NPIPA8	-0.026720697	-19.089968	0.9786825051726606	0.9990795370611779
RP11-503L19.1	-0.026720697	-18.892622	0.9786825051726606	0.9990795370611779
RP11-696F12.1	-0.026720697	-19.471613	0.9786825051726606	0.9990795370611779
LINC00114	-0.026720697	-19.281652	0.9786825051726606	0.9990795370611779
RP4-799P18.3	-0.026720697	-18.568396	0.9786825051726606	0.9990795370611779
RP11-3D4.3	-0.026720697	-19.437471	0.9786825051726606	0.9990795370611779
RP11-3D4.2	-0.026720697	-18.808386	0.9786825051726606	0.9990795370611779
ITIH1	-0.026720697	-19.252068	0.9786825051726606	0.9990795370611779
RP11-335K5.2	-0.026720697	-19.486336	0.9786825051726606	0.9990795370611779
LCE2C	-0.026720697	-18.914799	0.9786825051726606	0.9990795370611779
NPIPA7-2	-0.026720697	-19.719616	0.9786825051726606	0.9990795370611779
CTRL	-0.026720697	-19.85465	0.9786825051726606	0.9990795370611779
RP11-308K2.1	-0.026720697	-19.994055	0.9786825051726606	0.9990795370611779
AP001610.9	-0.026720697	-19.064611	0.9786825051726606	0.9990795370611779
CTC-453G23.4	-0.026720697	-19.056622	0.9786825051726606	0.9990795370611779
RP11-61J19.4	-0.026720697	-19.56476	0.9786825051726606	0.9990795370611779
RP5-966M1.6	-0.026720697	-20.159998	0.9786825051726606	0.9990795370611779
LINC00692	-0.026720697	-19.962603	0.9786825051726606	0.9990795370611779
RP11-462G22.2	-0.026720697	-18.763384	0.9786825051726606	0.9990795370611779
CTD-2207A17.1	-0.026720697	-19.14777	0.9786825051726606	0.9990795370611779
CTD-2130F23.2	-0.026720697	-19.922522	0.9786825051726606	0.9990795370611779
KCNJ9	-0.026720697	-19.356285	0.9786825051726606	0.9990795370611779
MSTN	-0.026720697	-19.954376	0.9786825051726606	0.9990795370611779
AC016723.4	-0.026720697	-19.387484	0.9786825051726606	0.9990795370611779
TMEM114	-0.026720697	-18.803692	0.9786825051726606	0.9990795370611779
TLR10	-0.026720697	-19.940386	0.9786825051726606	0.9990795370611779
MIR519A2	-0.026720697	-18.990217	0.9786825051726606	0.9990795370611779
RP11-83C7.1	-0.026720697	-19.22421	0.9786825051726606	0.9990795370611779
RP11-431M7.3	-0.026720697	-18.951542	0.9786825051726606	0.9990795370611779
RP11-548L20.1	-0.026720697	-19.719273	0.9786825051726606	0.9990795370611779
HAPLN1	-0.026720697	-19.718977	0.9786825051726606	0.9990795370611779
CTD-2193P3.2	-0.026720697	-19.49698	0.9786825051726606	0.9990795370611779
RP11-10K17.6	-0.026720697	-19.005545	0.9786825051726606	0.9990795370611779
RP11-472K22.2	-0.026720697	-19.11165	0.9786825051726606	0.9990795370611779
CTC-480C2.1	-0.026720697	-18.888123	0.9786825051726606	0.9990795370611779
CTC-493L21.1	-0.026720697	-19.367178	0.9786825051726606	0.9990795370611779
CTD-2232E5.2	-0.026720697	-19.410784	0.9786825051726606	0.9990795370611779
CTC-523E23.14	-0.026720697	-18.625977	0.9786825051726606	0.9990795370611779
RP11-213H15.1	-0.026720697	-19.25979	0.9786825051726606	0.9990795370611779
RP1-212P9.3	-0.026720697	-19.151806	0.9786825051726606	0.9990795370611779
CTD-2329C7.2	-0.026720697	-19.701097	0.9786825051726606	0.9990795370611779
CNR2	-0.026720697	-19.163479	0.9786825051726606	0.9990795370611779
RP11-545H22.1	-0.026720697	-19.332638	0.9786825051726606	0.9990795370611779
RP11-577G20.2	-0.026720697	-19.269566	0.9786825051726606	0.9990795370611779
CTC-239J10.1	-0.026720697	-19.825548	0.9786825051726606	0.9990795370611779
RP11-16L9.2	-0.026720697	-18.80742	0.9786825051726606	0.9990795370611779
KLK7	-0.026720697	-19.206564	0.9786825051726606	0.9990795370611779
RP11-465B22.8	-0.026720697	-19.376133	0.9786825051726606	0.9990795370611779
RP11-91K9.1	-0.026720697	-19.082441	0.9786825051726606	0.9990795370611779
ANKRD34B	-0.026720697	-19.559164	0.9786825051726606	0.9990795370611779
RP11-162I7.1	-0.026720697	-18.651834	0.9786825051726606	0.9990795370611779
AC016768.1	-0.026720697	-19.649311	0.9786825051726606	0.9990795370611779
AC009411.1	-0.026720697	-19.190376	0.9786825051726606	0.9990795370611779
RP11-109E24.2	-0.026720697	-19.406052	0.9786825051726606	0.9990795370611779
AC018742.1	-0.026720697	-18.92216	0.9786825051726606	0.9990795370611779
RP11-227F19.2	-0.026720697	-19.028034	0.9786825051726606	0.9990795370611779
ZSCAN10	-0.026720697	-19.349041	0.9786825051726606	0.9990795370611779
AC008753.6	-0.026720697	-19.45884	0.9786825051726606	0.9990795370611779
CTD-2659N19.9	-0.026720697	-19.927492	0.9786825051726606	0.9990795370611779
RP1-35C21.2	-0.026720697	-18.87981	0.9786825051726606	0.9990795370611779
CTD-2091N23.1	-0.026720697	-18.988544	0.9786825051726606	0.9990795370611779
RP11-418I22.2	-0.026720697	-19.59119	0.9786825051726606	0.9990795370611779
AC007064.24	-0.026720697	-19.496649	0.9786825051726606	0.9990795370611779
RP11-95L3.2	-0.026720697	-19.70485	0.9786825051726606	0.9990795370611779
DCST1	-0.026720697	-19.250431	0.9786825051726606	0.9990795370611779
ATP13A5	-0.026720697	-18.815012	0.9786825051726606	0.9990795370611779
ZG16	-0.026720697	-19.08153	0.9786825051726606	0.9990795370611779
ATP13A5-AS1	-0.026720697	-18.702301	0.9786825051726606	0.9990795370611779
AC012499.1	-0.026720697	-19.11638	0.9786825051726606	0.9990795370611779
CTB-49A3.5	-0.026720697	-18.419296	0.9786825051726606	0.9990795370611779
AC104801.1	-0.026720697	-19.368074	0.9786825051726606	0.9990795370611779
CLDN16	-0.026720697	-18.914028	0.9786825051726606	0.9990795370611779
RP11-89K21.1	-0.026720697	-18.896801	0.9786825051726606	0.9990795370611779
AC106900.6	-0.026720697	-19.354507	0.9786825051726606	0.9990795370611779
RP11-394I13.3	-0.026720697	-18.985296	0.9786825051726606	0.9990795370611779
SMCO1	-0.026720697	-19.210697	0.9786825051726606	0.9990795370611779
RP11-6O2.4	-0.026720697	-19.434008	0.9786825051726606	0.9990795370611779
TIFAB	-0.026720697	-19.707644	0.9786825051726606	0.9990795370611779
RP11-114H21.2	-0.026720697	-18.757301	0.9786825051726606	0.9990795370611779
RP11-522B15.3	-0.026720697	-19.589125	0.9786825051726606	0.9990795370611779
RP11-90E5.1	-0.026720697	-19.430288	0.9786825051726606	0.9990795370611779
RP11-254I22.1	-0.026720697	-19.58939	0.9786825051726606	0.9990795370611779
CTC-503K11.2	-0.026720697	-19.210497	0.9786825051726606	0.9990795370611779
CTD-2192J16.11	-0.026720697	-18.9877	0.9786825051726606	0.9990795370611779
LIX1	-0.026720697	-19.154577	0.9786825051726606	0.9990795370611779
RP11-288L9.4	-0.026720697	-19.389816	0.9786825051726606	0.9990795370611779
LINC01085	-0.026720697	-19.422367	0.9786825051726606	0.9990795370611779
RP11-105C20.2	-0.026720697	-19.531158	0.9786825051726606	0.9990795370611779
RP11-281P23.1	-0.026720697	-19.085537	0.9786825051726606	0.9990795370611779
RP11-430C1.1	-0.026720697	-19.430593	0.9786825051726606	0.9990795370611779
RP11-481J13.1	-0.026720697	-18.95315	0.9786825051726606	0.9990795370611779
SPACA6P-AS	-0.026720697	-19.798077	0.9786825051726606	0.9990795370611779
FETUB	-0.026720697	-19.474867	0.9786825051726606	0.9990795370611779
ZNF491	-0.026720697	-19.071829	0.9786825051726606	0.9990795370611779
RP11-586D19.2	-0.026720697	-18.699135	0.9786825051726606	0.9990795370611779
AC104695.3	-0.026720697	-19.485968	0.9786825051726606	0.9990795370611779
OVOL3	-0.026720697	-18.600185	0.9786825051726606	0.9990795370611779
RP11-168G16.2	-0.026720697	-19.723574	0.9786825051726606	0.9990795370611779
RP1-45C12.1	-0.026720697	-19.278091	0.9786825051726606	0.9990795370611779
CD28	-0.026720697	-19.714952	0.9786825051726606	0.9990795370611779
AC079145.4	-0.026720697	-19.54709	0.9786825051726606	0.9990795370611779
CTD-2292M14.1	-0.026720697	-19.288788	0.9786825051726606	0.9990795370611779
RP11-542G1.1	-0.026720697	-19.192392	0.9786825051726606	0.9990795370611779
CTD-2023N9.2	-0.026720697	-19.066921	0.9786825051726606	0.9990795370611779
CTD-2081K17.2	-0.026720697	-19.64263	0.9786825051726606	0.9990795370611779
DCAF8-1	-0.026720697	-19.107695	0.9786825051726606	0.9990795370611779
AC104794.4	-0.026720697	-19.457325	0.9786825051726606	0.9990795370611779
RP11-98G13.1	-0.026720697	-19.172438	0.9786825051726606	0.9990795370611779
AC114803.3	-0.026720697	-19.073895	0.9786825051726606	0.9990795370611779
AL353354.2	-0.026720697	-19.19228	0.9786825051726606	0.9990795370611779
HTR1A	-0.026720697	-20.037045	0.9786825051726606	0.9990795370611779
AC008937.3	-0.026720697	-19.2923	0.9786825051726606	0.9990795370611779
RP11-109P14.10	-0.026720697	-19.516054	0.9786825051726606	0.9990795370611779
AFM	-0.026720697	-19.323448	0.9786825051726606	0.9990795370611779
RP11-372E1.4	-0.026720697	-19.027668	0.9786825051726606	0.9990795370611779
IL21R	-0.026720697	-19.757586	0.9786825051726606	0.9990795370611779
CTD-2017C7.2	-0.026720697	-19.351017	0.9786825051726606	0.9990795370611779
RP11-23P13.6	-0.026720697	-19.30253	0.9786825051726606	0.9990795370611779
ERMN	-0.026720697	-19.05349	0.9786825051726606	0.9990795370611779
RP11-563D10.1	-0.026720697	-19.64065	0.9786825051726606	0.9990795370611779
AC008937.2	-0.026720697	-19.39319	0.9786825051726606	0.9990795370611779
MGC10955	-0.026720697	-19.281925	0.9786825051726606	0.9990795370611779
RP11-342K6.4	-0.026720697	-19.523523	0.9786825051726606	0.9990795370611779
AC010744.1	-0.026720697	-19.07333	0.9786825051726606	0.9990795370611779
LINC00603	-0.026720697	-18.87809	0.9786825051726606	0.9990795370611779
AC011516.2	-0.026720697	-19.31222	0.9786825051726606	0.9990795370611779
CTD-2291D10.2	-0.026720697	-19.068659	0.9786825051726606	0.9990795370611779
AC018766.6	-0.026720697	-19.393127	0.9786825051726606	0.9990795370611779
CFHR2	-0.026720697	-19.02836	0.9786825051726606	0.9990795370611779
AC084149.1	-0.026720697	-19.775349	0.9786825051726606	0.9990795370611779
RP11-673P17.2	-0.026720697	-19.699785	0.9786825051726606	0.9990795370611779
RP11-476H20.1	-0.026720697	-19.387236	0.9786825051726606	0.9990795370611779
AL450992.2	-0.026720697	-18.823643	0.9786825051726606	0.9990795370611779
